time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-03-17T23:25:17.170Z,33.5023333,-116.5011667,16.13,0.63,ml,19,131,0.0604,0.13,ci,ci37341528,2015-03-18T00:53:38.541Z,"17km ESE of Anza, California",earthquake
2015-03-17T23:18:14.673Z,40.2046,-121.0208,4.5665,1.11,ml,4,334.97,0.373,0.1076,nn,nn00487595,2015-03-21T00:37:46.576Z,"9km NW of Greenville, California",earthquake
2015-03-17T23:14:03.000Z,62.8223,-148.8381,61.2,1.7,ml,,,,0.42,ak,ak11530642,2015-03-17T23:25:37.603Z,"63km S of Cantwell, Alaska",earthquake
2015-03-17T23:13:56.790Z,33.472,-116.5728333,8.93,1.45,ml,45,77,0.03339,0.13,ci,ci37341512,2015-03-18T16:00:09.940Z,"13km SE of Anza, California",earthquake
2015-03-17T23:09:20.000Z,65.0425,-147.3239,0.6,1.3,ml,,,,0.89,ak,ak11530641,2015-03-17T23:25:37.024Z,"28km NNE of Badger, Alaska",earthquake
2015-03-17T23:02:59.220Z,36.843,-117.442,4.2,0.21,ml,4,240,,0.1,ci,ci37341504,2015-03-18T00:35:54.247Z,"37km NW of Stovepipe Wells, California",earthquake
2015-03-17T23:01:07.180Z,35.9956667,-120.5391667,12.37,1.16,md,34,97,0.01388,0.04,nc,nc72412970,2015-03-18T22:24:04.233Z,"22km SW of Coalinga, California",earthquake
2015-03-17T23:00:59.000Z,62.1822,-151.7687,86.2,1.8,ml,,,,0.67,ak,ak11530639,2015-03-17T23:14:10.564Z,"87km W of Talkeetna, Alaska",earthquake
2015-03-17T22:52:19.020Z,33.9311667,-116.0305,4.87,1.46,ml,36,52,0.07428,0.13,ci,ci37341480,2015-03-18T15:52:59.790Z,"23km S of Twentynine Palms, California",earthquake
2015-03-17T22:50:56.900Z,32.8988333,-116.2735,8.04,1.71,ml,39,88,0.02461,0.23,ci,ci37341472,2015-03-18T15:46:54.116Z,"25km ENE of Pine Valley, California",earthquake
2015-03-17T22:48:34.468Z,39.3378,-119.9933,5.4275,0.69,ml,4,211.36,0.056,0.0254,nn,nn00487594,2015-03-21T00:34:36.187Z,"9km N of Incline Village, Nevada",earthquake
2015-03-17T22:47:42.000Z,63.5333,-150.7969,11.3,1.9,ml,,,,0.81,ak,ak11530630,2015-03-17T23:03:14.429Z,"93km W of Cantwell, Alaska",earthquake
2015-03-17T22:46:59.000Z,60.7614,-147.841,12.6,1.7,ml,,,,0.85,ak,ak11530629,2015-03-17T23:03:13.818Z,"45km E of Whittier, Alaska",earthquake
2015-03-17T22:44:07.170Z,35.5703333,-118.3473333,9.69,1.4,ml,21,71,0.1246,0.15,ci,ci37341456,2015-03-18T15:33:53.857Z,"12km ESE of Lake Isabella, California",earthquake
2015-03-17T22:41:08.579Z,37.4145,-116.0826,0.6149,1.59,ml,25,120.47,0.213,0.1088,nn,nn00487242,2015-03-18T00:34:09.035Z,"81km W of Alamo, Nevada",earthquake
2015-03-17T22:31:53.500Z,19.2565,-64.6936,35,3.2,Md,6,306,1.09594465,0.28,pr,pr15076000,2015-03-18T06:34:24.082Z,"93km N of Road Town, British Virgin Islands",earthquake
2015-03-17T22:28:55.700Z,33.5003333,-116.5008333,16.44,0.63,ml,25,92,0.06234,0.17,ci,ci37341448,2015-03-18T15:21:57.311Z,"17km ESE of Anza, California",earthquake
2015-03-17T22:28:03.490Z,33.5001667,-116.5096667,15.14,1.83,ml,59,44,0.05989,0.16,ci,ci37341440,2015-03-17T23:23:44.870Z,"16km ESE of Anza, California",earthquake
2015-03-17T22:25:27.700Z,19.8833,-155.3957,25.3,1.9,Md,,180,0.05389892,0.12,hv,hv60874251,2015-03-18T21:22:18.111Z,"23km SSE of Honoka'a, Hawaii",earthquake
2015-03-17T22:22:56.000Z,65.4839,-151.161,0,1.8,ml,12,118.799990496001,,0.87,ak,ak11530529,2015-03-17T22:53:33.082Z,"55km NE of Tanana, Alaska",earthquake
2015-03-17T22:12:28.980Z,1.6576,126.4902,45.75,6.2,mww,,18,1.241,0.94,us,us10001nab,2015-03-18T12:59:14.040Z,"137km NW of Kota Ternate, Indonesia",earthquake
2015-03-17T21:56:25.400Z,19.3799,-65.8424,36,2.9,Md,3,295.2,1.10133454,0.2,pr,pr15076004,2015-03-18T05:58:59.144Z,"104km NNE of San Juan, Puerto Rico",earthquake
2015-03-17T21:51:16.030Z,37.4576667,-118.8361667,8.15,0.78,md,11,127,0.1322,0.03,nc,nc72412945,2015-03-17T23:04:06.122Z,"24km SSE of Mammoth Lakes, California",earthquake
2015-03-17T21:42:25.428Z,41.8774,-119.6278,9.2765,1.8,ml,5,220.55,0.146,0.1038,nn,nn00487241,2015-03-17T22:44:56.958Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-17T21:25:15.210Z,46.2058333,-118.3901667,0.01,1.87,md,12,77,0.342,0.47,uw,uw60985721,2015-03-17T22:34:30.830Z,"16km NNW of Walla Walla, Washington",explosion
2015-03-17T21:24:35.890Z,36.0755,-117.8956667,2.52,0.63,ml,9,181,0.05357,0.13,ci,ci37341384,2015-03-17T22:59:44.872Z,"6km NE of Coso Junction, California",earthquake
2015-03-17T21:14:11.650Z,35.6821,5.6433,10,4.4,mb,,92,3.013,1.16,us,us10001n98,2015-03-18T05:16:53.019Z,"0km N of Ras el Aioun, Algeria",earthquake
2015-03-17T21:12:29.590Z,33.1155,-116.012,12.16,1.25,ml,4,179,0.2171,0.21,ci,ci37341368,2015-03-17T21:40:48.996Z,"12km ESE of Ocotillo Wells, California",earthquake
2015-03-17T21:12:15.650Z,49.444,-120.5286667,0.01,2.16,md,5,228,0.6095,0.06,uw,uw60985706,2015-03-17T22:30:16.180Z,"2km SW of Princeton, Canada",explosion
2015-03-17T20:54:45.113Z,36.5434,-116.7556,6.1392,0.82,ml,12,65.77,0.056,0.1095,nn,nn00487219,2015-03-17T21:38:47.812Z,"40km S of Beatty, Nevada",earthquake
2015-03-17T20:53:20.040Z,38.7613335,-122.732666,2.49,1.11,md,16,87,0.01265,0.03,nc,nc72412940,2015-03-18T01:04:06.468Z,"2km SE of The Geysers, California",earthquake
2015-03-17T20:42:17.000Z,61.7284,-150.8467,78.4,2.6,ml,,,,1.01,ak,ak11530482,2015-03-18T04:44:48.296Z,"42km W of Willow, Alaska",earthquake
2015-03-17T20:36:22.610Z,34.0008333,-116.9928333,19.15,0.98,ml,23,113,0.06492,0.17,ci,ci37341320,2015-03-17T22:56:05.755Z,"6km ENE of Calimesa, California",earthquake
2015-03-17T20:30:17.010Z,33.8498333,-117.5118333,0.01,1.5,ml,33,80,0.06433,0.22,ci,ci37341312,2015-03-17T22:48:07.483Z,"3km SSE of Home Gardens, California",quarry blast
2015-03-17T20:27:25.090Z,33.71,-117.3483333,0.01,1.13,ml,33,78,0.04947,0.14,ci,ci37341304,2015-03-17T22:35:23.639Z,"5km NNW of Lake Elsinore, California",quarry blast
2015-03-17T20:23:45.560Z,44.6498333,-111.0168333,9.29,0.58,md,10,130,0.042,0.15,uu,uu60104792,2015-03-18T16:29:33.530Z,"7km E of West Yellowstone, Montana",earthquake
2015-03-17T20:17:13.850Z,44.6483333,-111.0128333,8.6,-0.04,md,7,133,0.04,0.14,uu,uu60008235,2015-03-18T16:26:25.490Z,"7km ESE of West Yellowstone, Montana",earthquake
2015-03-17T20:16:53.450Z,44.648,-111.0158333,9.16,1.03,ml,8,133,0.042,0.17,uu,uu60008230,2015-03-18T16:24:19.770Z,"7km ESE of West Yellowstone, Montana",earthquake
2015-03-17T20:16:48.820Z,44.6445,-111.0133333,9.39,0.02,ml,7,137,0.042,0.1,uu,uu60104782,2015-03-18T16:21:12.490Z,"7km ESE of West Yellowstone, Montana",earthquake
2015-03-17T20:16:19.360Z,-17.8107,-178.6068,558.97,5.6,mwb,,25,3.183,1.06,us,us10001n7n,2015-03-20T14:28:15.000Z,"263km SE of Lambasa, Fiji",earthquake
2015-03-17T20:11:06.530Z,39.2358,71.3637,70.72,4,mb,,91,2.196,1.5,us,us10001n7k,2015-03-18T21:53:57.139Z,"13km W of Karakenja, Tajikistan",earthquake
2015-03-17T20:01:47.990Z,35.9698333,-117.9215,1.97,0.14,ml,10,93,0.04546,0.1,ci,ci37341280,2015-03-17T21:36:02.147Z,"4km NNW of Little Lake, California",earthquake
2015-03-17T19:55:00.000Z,64.9525,-148.1057,13.3,1.6,ml,,,,0.78,ak,ak11530450,2015-03-17T20:11:51.786Z,"12km NNW of Ester, Alaska",earthquake
2015-03-17T19:53:51.000Z,47.5063,-115.8517,2.58,2.3,ml,,87,1.088,0.65,us,us10001n79,2015-03-18T21:49:22.711Z,"5km NW of Mullan, Idaho",earthquake
2015-03-17T19:47:33.800Z,19.9408,-155.5472,18.8,1.7,Md,,154.8,0.13474729,0.14,hv,hv60874096,2015-03-18T00:03:28.016Z,"15km SE of Waimea, Hawaii",earthquake
2015-03-17T19:47:10.520Z,32.9056667,-116.272,5.47,1.23,ml,22,86,0.01944,0.22,ci,ci37341272,2015-03-17T22:29:26.674Z,"26km ENE of Pine Valley, California",earthquake
2015-03-17T19:43:54.690Z,38.7976685,-122.7633362,0.92,0.53,md,8,121,0.0253,0.02,nc,nc72412915,2015-03-17T19:58:05.852Z,"2km NNW of The Geysers, California",earthquake
2015-03-17T19:37:52.470Z,-7.5099,156.1916,27.83,5,mb,,65,4.18,0.89,us,us10001n77,2015-03-18T21:43:39.930Z,"97km NW of Gizo, Solomon Islands",earthquake
2015-03-17T19:32:45.830Z,36.6711667,-121.2973333,3.56,0.61,md,20,70,0.01987,0.04,nc,nc72412910,2015-03-19T03:17:06.086Z,"16km SSE of Ridgemark, California",earthquake
2015-03-17T19:31:06.590Z,41.8526,-119.6334,8.6626,1.91,ml,5,224.46,0.158,0.1226,nn,nn00487237,2015-03-17T22:32:27.583Z,"69km ESE of Lakeview, Oregon",earthquake
2015-03-17T19:29:54.448Z,41.865,-119.6428,3.8538,1.21,ml,5,222.26,0.144,0.1706,nn,nn00487234,2015-03-17T22:22:42.394Z,"68km ESE of Lakeview, Oregon",earthquake
2015-03-17T19:28:15.310Z,33.5101667,-116.4635,12.25,1.08,ml,38,99,0.03423,0.16,ci,ci37341264,2015-03-17T22:08:25.171Z,"20km ESE of Anza, California",earthquake
2015-03-17T19:16:14.840Z,37.5793333,-118.8718333,7.1,1.33,md,24,86,0.03558,0.03,nc,nc72412900,2015-03-18T01:34:05.256Z,"11km SE of Mammoth Lakes, California",earthquake
2015-03-17T18:41:50.220Z,33.9685,-116.807,17.4,0.84,ml,19,107,0.06648,0.16,ci,ci37341232,2015-03-17T20:06:27.892Z,"6km NNW of Cabazon, California",earthquake
2015-03-17T18:38:17.000Z,36.7433,-97.5921,5.255,2.3,ml,,109,,0.8,us,us10001n9i,2015-03-18T21:29:56.308Z,"14km ESE of Medford, Oklahoma",earthquake
2015-03-17T17:56:31.430Z,40.4883333,-123.9206667,20.82,1.54,md,13,100,0.07798,0.1,nc,nc72412890,2015-03-20T17:36:08.046Z,"15km E of Rio Dell, California",earthquake
2015-03-17T17:54:02.000Z,61.9993,-151.1166,84.3,1.8,ml,,,,0.31,ak,ak11530378,2015-03-17T18:04:08.802Z,"63km WNW of Willow, Alaska",earthquake
2015-03-17T17:41:38.000Z,63.5689,-150.7131,8.4,1.3,ml,,,,0.47,ak,ak11530376,2015-03-17T17:54:12.354Z,"90km WNW of Cantwell, Alaska",earthquake
2015-03-17T17:41:18.866Z,41.86,-119.6172,5.0503,1.19,ml,5,223.61,0.162,0.1308,nn,nn00487232,2015-03-17T22:13:01.890Z,"70km ESE of Lakeview, Oregon",earthquake
2015-03-17T17:39:48.550Z,36.0601667,-117.5933333,1.53,0.74,ml,13,181,0.1212,0.12,ci,ci37341176,2015-03-17T21:07:48.697Z,"31km ENE of Little Lake, California",earthquake
2015-03-17T17:31:07.880Z,-24.3044,-67.1064,167.35,4.3,mb,,94,2.362,1.33,us,us10001n60,2015-03-18T21:20:59.262Z,"80km W of San Antonio de los Cobres, Argentina",earthquake
2015-03-17T17:30:41.000Z,60.7342,-140.4215,3.2,2.3,ml,,,,0.75,ak,ak11530371,2015-03-17T17:44:44.022Z,"133km NE of Cape Yakataga, Alaska",earthquake
2015-03-17T17:23:22.650Z,37.6423333,-118.9241667,6.9,0.25,md,9,243,0.01924,0.04,nc,nc72412880,2015-03-17T18:20:05.610Z,"4km E of Mammoth Lakes, California",earthquake
2015-03-17T17:19:47.160Z,39.4218333,-111.7705,16.98,1.74,ml,15,67,0.454,0.11,uu,uu60104762,2015-03-17T19:42:02.810Z,"17km WNW of Ephraim, Utah",earthquake
2015-03-17T17:14:34.000Z,63.5595,-150.8171,10.5,0.7,ml,,,,0.5,ak,ak11530366,2015-03-17T17:24:50.400Z,"94km WNW of Cantwell, Alaska",earthquake
2015-03-17T16:59:51.180Z,40.1653333,-121.0723333,13.41,1.32,md,8,138,0.1879,0.08,nc,nc72412865,2015-03-17T21:28:06.976Z,"10km WNW of Greenville, California",earthquake
2015-03-17T16:55:53.000Z,64.3878,-147.3113,5,0.3,ml,,,,0.22,ak,ak11530361,2015-03-17T17:44:43.277Z,"24km SW of Salcha, Alaska",earthquake
2015-03-17T16:55:38.000Z,61.5061,-149.9269,46.2,1.1,ml,,,,0.41,ak,ak11530375,2015-03-17T17:44:42.694Z,"2km SE of Big Lake, Alaska",earthquake
2015-03-17T16:55:35.320Z,38.8341667,-122.772,2.14,0.2,md,18,77,0.004034,0.04,nc,nc72412850,2015-03-19T02:21:06.957Z,"4km WNW of Cobb, California",earthquake
2015-03-17T16:54:07.720Z,36.6451667,-121.2653333,4.5,0.53,md,12,144,0.02219,0.11,nc,nc72412855,2015-03-20T00:08:05.123Z,"20km SSE of Ridgemark, California",earthquake
2015-03-17T16:48:37.000Z,61.749,-151.4163,65.7,1.2,ml,,,,0.27,ak,ak11530357,2015-03-17T17:04:44.947Z,"72km W of Willow, Alaska",earthquake
2015-03-17T16:47:09.000Z,63.9693,-149.8439,1.6,1.4,ml,,,,0.35,ak,ak11530355,2015-03-17T16:54:46.609Z,"44km WNW of Healy, Alaska",earthquake
2015-03-17T16:39:00.000Z,61.7028,-149.8919,36.9,1.4,ml,,,,0.36,ak,ak11530344,2015-03-17T16:54:45.991Z,"8km NNW of Houston, Alaska",earthquake
2015-03-17T16:36:58.090Z,33.4755,-116.569,9.24,0.33,ml,14,114,0.03371,0.08,ci,ci37341112,2015-03-17T20:53:13.590Z,"13km SE of Anza, California",earthquake
2015-03-17T16:35:43.000Z,63.5561,-150.8364,14.4,1,ml,,,,0.61,ak,ak11530343,2015-03-17T16:44:43.485Z,"95km WNW of Cantwell, Alaska",earthquake
2015-03-17T16:26:24.400Z,33.4721667,-116.5803333,8.97,0.77,ml,24,104,0.02897,0.13,ci,ci37341096,2015-03-17T18:52:15.578Z,"13km SE of Anza, California",earthquake
2015-03-17T16:20:41.000Z,59.5204,-151.779,69.6,1.9,ml,,,,1.12,ak,ak11530342,2015-03-17T16:33:32.072Z,"18km SW of Homer, Alaska",earthquake
2015-03-17T16:19:16.000Z,61.7024,-149.8974,19.6,2,ml,,,,0.71,ak,ak11530339,2015-03-17T16:33:37.675Z,"8km SE of Willow, Alaska",earthquake
2015-03-17T16:14:59.000Z,59.4712,-153.8131,186.8,2.9,ml,,,,0.72,ak,ak11530335,2015-03-18T00:17:28.197Z,"69km ESE of Old Iliamna, Alaska",earthquake
2015-03-17T16:09:22.100Z,34.2098333,-116.8455,7.31,2.52,ml,83,32,0.0814,0.15,ci,ci37341080,2015-03-17T23:14:16.273Z,"6km S of Big Bear City, California",earthquake
2015-03-17T16:01:54.980Z,-4.7121,133.6209,34.15,4.5,mb,,143,2.246,1.02,us,us10001n5f,2015-03-18T00:04:33.630Z,"134km NNW of Dobo, Indonesia",earthquake
2015-03-17T15:57:15.430Z,36.0978,0.4344,11.53,4.3,mb,,167,0.179,0.88,us,us10001n61,2015-03-18T00:00:11.193Z,"36km ENE of Mostaganem, Algeria",earthquake
2015-03-17T15:48:04.110Z,44.6234,146.8194,27.45,4.7,mb,,134,3.072,0.56,us,us10001n53,2015-03-17T23:50:47.689Z,"91km N of Shikotan, Russia",earthquake
2015-03-17T15:46:34.000Z,63.552,-150.9799,10.6,0.8,ml,,,,0.27,ak,ak11530333,2015-03-17T16:02:34.892Z,"102km W of Cantwell, Alaska",earthquake
2015-03-17T15:40:39.100Z,45.4901,-111.7621,8.9,1,mc,9,172.799986176001,0.1410355,0.09,mb,mb15995608,2015-03-19T23:27:58.847Z,"26km NNE of Virginia City, Montana",earthquake
2015-03-17T15:35:07.000Z,63.9602,-149.8007,1.9,1.4,ml,,,,0.49,ak,ak11530329,2015-03-17T15:53:05.143Z,"42km WNW of Healy, Alaska",earthquake
2015-03-17T15:21:11.000Z,63.1719,-150.8971,132,2,ml,,,,0.38,ak,ak11530325,2015-03-17T15:33:46.245Z,"100km WSW of Cantwell, Alaska",earthquake
2015-03-17T15:16:16.600Z,19.3365,-155.1922,28.8,1.6,Md,,79.2,0.04491576,0.09,hv,hv60873951,2015-03-17T19:38:16.336Z,"11km SSE of Volcano, Hawaii",earthquake
2015-03-17T15:15:43.500Z,36.6538,-97.8744,6,2.6,ml,,64,,0.52,us,us10001n5g,2015-03-17T23:18:19.446Z,"21km SW of Medford, Oklahoma",earthquake
2015-03-17T15:14:42.000Z,63.5868,-150.7584,11.2,3.5,ml,,,,0.86,ak,ak11530318,2015-03-17T23:17:24.482Z,"92km WNW of Cantwell, Alaska",earthquake
2015-03-17T15:12:05.350Z,38.7936668,-122.7580032,2.02,0.72,md,11,74,0.01962,0.02,nc,nc72412805,2015-03-17T17:43:04.258Z,"1km N of The Geysers, California",earthquake
2015-03-17T15:04:18.740Z,33.4696667,-116.5676667,8.98,0.48,ml,20,106,0.03816,0.08,ci,ci37341016,2015-03-17T18:29:53.795Z,"14km SE of Anza, California",earthquake
2015-03-17T14:49:37.810Z,33.5205,-116.5231667,13.98,0.8,ml,29,72,0.03748,0.14,ci,ci37341008,2015-03-17T18:25:32.830Z,"14km ESE of Anza, California",earthquake
2015-03-17T14:48:26.430Z,35.7558,140.0684,100.39,4.4,mb,,97,0.484,0.62,us,us10001n3l,2015-03-17T22:50:56.724Z,"4km S of Shiroi, Japan",earthquake
2015-03-17T14:42:13.000Z,62.4974,-148.2397,43.6,1.7,ml,,,,0.54,ak,ak11530316,2015-03-17T14:52:40.296Z,"84km NNE of Sutton-Alpine, Alaska",earthquake
2015-03-17T14:33:30.000Z,63.1574,-150.4587,121.5,1.4,ml,,,,0.64,ak,ak11530314,2015-03-17T14:52:39.708Z,"80km WSW of Cantwell, Alaska",earthquake
2015-03-17T14:30:05.970Z,34.0325,-117.2766667,15.18,0.87,ml,24,79,0.07226,0.14,ci,ci37340984,2015-03-17T18:20:27.376Z,"2km SW of Loma Linda, California",earthquake
2015-03-17T14:27:14.450Z,38.8388329,-122.8398361,2.54,0.83,md,18,66,0.003405,0.03,nc,nc72412795,2015-03-17T14:47:11.415Z,"9km NW of The Geysers, California",earthquake
2015-03-17T14:23:13.470Z,38.8411674,-122.8398361,2.36,0.43,md,6,134,0.01841,0.02,nc,nc72412790,2015-03-17T16:53:04.844Z,"10km WNW of Cobb, California",earthquake
2015-03-17T14:19:29.000Z,59.6726,-152.358,111.4,2.6,ml,,,,0.57,ak,ak11530309,2015-03-17T22:22:01.778Z,"31km WSW of Anchor Point, Alaska",earthquake
2015-03-17T14:19:28.100Z,37.4758333,-118.849,4.78,0.57,md,13,307,0.1151,0.04,nc,nc72412785,2015-03-17T16:49:05.104Z,"22km SSE of Mammoth Lakes, California",earthquake
2015-03-17T14:18:35.856Z,39.701,-119.5929,10.8502,0.12,ml,4,165.37,0.16,0.1269,nn,nn00487590,2015-03-21T00:00:48.460Z,"11km ENE of Spanish Springs, Nevada",earthquake
2015-03-17T14:11:45.100Z,37.1123,-117.9662,7.2375,1.42,ml,6,124.49,0.219,0.0735,nn,nn00487183,2015-03-17T19:22:45.841Z,"29km ESE of Big Pine, California",earthquake
2015-03-17T14:10:53.000Z,59.794,-152.1173,69,3,ml,,,,0.57,ak,ak11530304,2015-03-17T22:13:29.340Z,"16km W of Anchor Point, Alaska",earthquake
2015-03-17T14:09:51.880Z,36.7915,-121.3688333,3.95,0.54,md,13,103,0.0212,0.02,nc,nc72412780,2015-03-20T17:13:40.220Z,"2km S of Ridgemark, California",earthquake
2015-03-17T14:00:10.410Z,38.793,-122.7563333,2.25,0.31,md,13,73,0.008064,0.04,nc,nc72412765,2015-03-19T01:47:04.825Z,"1km N of The Geysers, California",earthquake
2015-03-17T13:36:35.120Z,36.5795,-121.1585,8.52,1.36,md,27,42,0.02584,0.06,nc,nc72412760,2015-03-18T01:00:08.525Z,"22km NE of Soledad, California",earthquake
2015-03-17T13:34:30.000Z,59.9835,-141.3512,15.7,2,ml,,,,2.47,ak,ak11530303,2015-03-17T13:45:20.229Z,"60km E of Cape Yakataga, Alaska",earthquake
2015-03-17T13:31:31.100Z,35.5441,-96.7609,5,2.8,ml,,65,,0.64,us,us10001n36,2015-03-17T16:05:27.650Z,"9km NW of Prague, Oklahoma",earthquake
2015-03-17T13:28:15.320Z,36.0581667,-117.6006667,1.49,0.06,ml,6,201,0.1172,0.15,ci,ci37340912,2015-03-17T20:49:18.490Z,"31km ENE of Little Lake, California",earthquake
2015-03-17T13:24:45.440Z,41.9133333,-125.7526667,5.81,2.06,md,11,274,1.175,0.23,uw,uw60985421,2015-03-17T17:47:39.340Z,"122km W of Brookings, Oregon",earthquake
2015-03-17T13:14:33.020Z,33.3881667,-116.4061667,14.87,0.67,ml,29,147,0.12,0.19,ci,ci37340904,2015-03-17T18:11:33.206Z,"15km N of Borrego Springs, California",earthquake
2015-03-17T13:14:04.000Z,63.1304,-149.0686,11.1,0.4,ml,,,,0.7,ak,ak11530302,2015-03-17T17:34:35.537Z,"29km SSW of Cantwell, Alaska",earthquake
2015-03-17T13:10:34.560Z,33.4736667,-116.5681667,8.74,0.43,ml,19,135,0.03534,0.12,ci,ci37340896,2015-03-17T18:03:24.945Z,"13km SE of Anza, California",earthquake
2015-03-17T13:09:35.610Z,38.8055,-122.8131638,3.07,0.65,md,11,131,0.01296,0.02,nc,nc72412755,2015-03-17T15:08:07.927Z,"5km WNW of The Geysers, California",earthquake
2015-03-17T12:48:44.000Z,62.6321,-150.2661,61,1.8,ml,,,,0.61,ak,ak11530290,2015-03-17T13:02:00.692Z,"35km NNW of Talkeetna, Alaska",earthquake
2015-03-17T12:45:58.000Z,61.139,-151.0542,68.2,1.7,ml,,,,0.47,ak,ak11530288,2015-03-17T13:01:56.602Z,"51km NNE of Nikiski, Alaska",earthquake
2015-03-17T12:42:04.460Z,33.4721667,-116.5665,8.58,0.09,ml,19,107,0.03735,0.11,ci,ci37340872,2015-03-17T17:58:18.366Z,"14km SE of Anza, California",earthquake
2015-03-17T12:28:11.000Z,38.8040009,-122.8001633,2.11,0.55,md,7,125,0.005487,0.02,nc,nc72412750,2015-03-17T14:42:05.088Z,"4km NW of The Geysers, California",earthquake
2015-03-17T12:25:12.000Z,46.6478,-112.053,2.7,1.2,mc,13,93.5999925120006,0.16529,0.09,mb,mb15277641,2015-03-17T23:01:57.361Z,"1km SSE of Helena Valley West Central, Montana",earthquake
2015-03-17T12:19:45.680Z,36.061,-117.5821667,1.87,0.17,ml,6,211,0.1257,0.1,ci,ci37340840,2015-03-17T20:45:58.440Z,"32km ENE of Little Lake, California",earthquake
2015-03-17T12:19:31.730Z,39.3917,-119.8125,4.8575,0.69,ml,18,66.71,0.037,0.1129,nn,nn00487182,2015-03-17T14:27:07.735Z,"15km S of Reno, Nevada",earthquake
2015-03-17T12:17:32.380Z,36.0613333,-117.5908333,1.77,1.27,ml,24,102,0.1231,0.15,ci,ci37340832,2015-03-17T17:48:52.861Z,"32km ENE of Little Lake, California",earthquake
2015-03-17T12:13:25.000Z,63.9617,-148.568,113.4,1.5,ml,,,,0.36,ak,ak11530285,2015-03-17T12:32:52.669Z,"22km ENE of Healy, Alaska",earthquake
2015-03-17T12:03:25.700Z,35.9655,-120.532,9.88,0.35,md,20,77,0.01795,0.04,nc,nc72412745,2015-03-18T17:28:44.020Z,"24km SW of Coalinga, California",earthquake
2015-03-17T12:02:36.100Z,19.7194,-66.0985,7,3.4,Md,9,302.4,1.30076053,0.56,pr,pr15076003,2015-03-17T20:05:04.378Z,"138km N of San Juan, Puerto Rico",earthquake
2015-03-17T12:00:55.900Z,46.2328,-112.0433,9.3,2.1,mc,22,79.1999936640005,0.4105301,0.17,mb,mb15751490,2015-03-17T23:01:52.097Z,"5km E of Boulder, Montana",earthquake
2015-03-17T11:58:11.100Z,46.1895,-112.1015,15.5,1.1,mc,13,129.599989632001,0.3835806,0.15,mb,mb15225339,2015-03-17T23:01:48.775Z,"5km SSE of Boulder, Montana",earthquake
2015-03-17T11:57:31.970Z,33.5878333,-116.7311667,12.63,0.97,ml,42,48,0.02295,0.15,ci,ci37340816,2015-03-17T17:33:25.697Z,"6km NW of Anza, California",earthquake
2015-03-17T11:49:22.270Z,36.0613333,-117.5915,0.95,0.69,ml,13,134,0.1229,0.16,ci,ci37128972,2015-03-17T20:43:01.769Z,"32km ENE of Little Lake, California",earthquake
2015-03-17T11:49:10.280Z,36.034,-117.777,2.39,0.45,ml,7,100,0.01294,0.11,ci,ci37340808,2015-03-17T20:38:53.393Z,"16km E of Coso Junction, California",earthquake
2015-03-17T11:47:41.690Z,36.0618333,-117.5948333,1.26,1.76,ml,26,102,0.1223,0.17,ci,ci37340800,2015-03-17T17:24:02.880Z,"31km ENE of Little Lake, California",earthquake
2015-03-17T11:44:04.740Z,36.9285,-113.0698333,22.06,1.47,ml,11,161,0.162,0.24,uu,uu60104752,2015-03-17T19:36:21.570Z,"10km SW of Colorado City, Arizona",earthquake
2015-03-17T11:43:32.840Z,32.956,-115.5403333,12.6,1.74,ml,22,85,0.05702,0.21,ci,ci37340792,2015-03-17T17:12:48.950Z,"3km SSW of Brawley, California",earthquake
2015-03-17T11:39:39.100Z,19.7749,-65.9876,72,4,Md,14,291.6,1.38879543,0.5,pr,pr15076002,2015-03-17T13:34:19.419Z,"145km N of San Juan, Puerto Rico",earthquake
2015-03-17T11:36:38.190Z,32.9566667,-115.541,12.31,1.48,ml,23,77,0.05749,0.26,ci,ci37340784,2015-03-17T17:05:10.635Z,"3km SSW of Brawley, California",earthquake
2015-03-17T11:30:06.740Z,44.7801667,-111.0851667,8.93,-0.04,md,9,131,0.06,0.12,uu,uu60104747,2015-03-17T19:30:09.730Z,"13km N of West Yellowstone, Montana",earthquake
2015-03-17T11:29:45.520Z,40.3776667,-125.3233333,14.77,2.42,md,23,300,0.7589,0.17,nc,nc72412740,2015-03-20T21:59:04.737Z,"92km WSW of Ferndale, California",earthquake
2015-03-17T11:20:44.780Z,33.4758333,-116.5725,9.13,0.01,ml,20,77,0.03115,0.09,ci,ci37340776,2015-03-17T16:56:47.414Z,"13km SE of Anza, California",earthquake
2015-03-17T11:11:17.100Z,36.3316,-97.198,5,2.5,ml,,113,,0.42,us,us10001n3h,2015-03-17T21:14:23.035Z,"9km ENE of Perry, Oklahoma",earthquake
2015-03-17T10:59:03.090Z,38.5683333,-122.4261667,11.23,1.09,md,11,187,0.07425,0.05,nc,nc72412735,2015-03-20T00:25:01.020Z,"2km ESE of Angwin, California",earthquake
2015-03-17T10:56:20.200Z,-0.6851,122.2644,16.24,4.4,mb,,72,0.618,0.57,us,us10001n0q,2015-03-17T18:58:50.110Z,"65km WNW of Luwuk, Indonesia",earthquake
